artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,genres
A L E X,0.869,0.82,0.281,0.961,0.0925,-15.194,0.0802,104.988,0.62,63,8,0,"['chillhop', 'lo-fi beats']"
A Perfect Circle,0.109087908,0.519525424,0.622520339,0.296638305,0.135864407,-9.76320339,0.055608475,124.4771017,0.256277966,49.13559322,6,1,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock', 'supergroup']"
A R I Z O N A,0.179569231,0.655076923,0.649,0.054813788,0.117338462,-7.372307692,0.051307692,103.9159231,0.347615385,65.07692308,0,1,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house']"
A Rocket To The Moon,0.1617,0.374333333,0.687,0,0.147333333,-3.153666667,0.030166667,168.2976667,0.361333333,57.33333333,11,1,"['alternative pop rock', 'neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']"
A Skylit Drive,0.00121075,0.25275,0.9275,0.000350395,0.2539,-3.42325,0.094425,123.785,0.306,44.5,10,1,"['metalcore', 'pixie', 'post-screamo', 'screamo']"
A Static Lullaby,3.01E-05,0.555,0.98,4.38E-05,0.0661,-6.063,0.154,143.005,0.37,48,8,1,"['melodic metalcore', 'post-hardcore', 'screamo']"
A Taste Of Honey,0.326025,0.75475,0.53875,0.000627475,0.121125,-9.2815,0.057625,126.93325,0.749,45.5,2,0,"['boogie', 'disco', 'funk', 'post-disco']"
A Thousand Horses,0.0349,0.433,0.776,0.00023,0.387,-5.53,0.029,149.641,0.424,55,7,1,"['contemporary country', 'country pop', 'modern country rock']"
A Touch Of Class,0.31425,0.6755,0.91725,0.033055,0.11875,-6.03175,0.030325,128.456,0.605,64.75,9,0,"['bubblegum dance', 'europop']"
A Tree Grows in Brooklyn Ensemble,0.953,0.45375,0.22375,0.026730575,0.274475,-14.731,0.0479,91.52275,0.54175,0.25,7,1,[]
A Tree Grows in Brooklyn Orchestra,0.915,0.261,0.379,0.845,0.146,-10.377,0.0342,111.529,0.269,1,3,1,[]
A Tribe Called Quest,0.160467397,0.825671233,0.568746575,0.051088349,0.215568493,-9.590739726,0.269931507,97.587,0.696616438,46.06164384,11,1,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']"
A Tribe Called Red,0.023,0.658,0.573,0.0613,0.0981,-5.408,0.107,133.442,0.583,51,3,0,"['canadian indigenous', 'escape room', 'native american hip hop', 'ottawa rap']"
A Winged Victory for the Sullen,0.767,0.0804,0.0836,0.853,0.119,-21.007,0.04,82.14,0.0498,45,11,1,"['ambient', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'focus', 'neo-classical', 'post-rock', 'warm drone']"
A$AP ANT,0.10145,0.8305,0.614,0,0.30615,-5.6635,0.1577,127.49,0.432,57.5,11,1,"['baltimore hip hop', 'drill', 'underground hip hop', 'vapor trap']"
A$AP Ferg,0.1123776,0.76035,0.718825,4.48E-06,0.2365225,-5.19415,0.21045,130.258875,0.3902,61.325,1,1,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
A$AP Mob,0.23123,0.7787,0.7157,1.65E-06,0.19892,-5.9061,0.25684,127.9901,0.4691,59.3,8,1,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
A$AP NAST,0.143,0.79,0.730666667,0,0.1371,-5.098333333,0.249133333,121.6696667,0.619,55.66666667,11,1,['harlem hip hop']
A$AP Rocky,0.188404321,0.671706422,0.66006422,0.024771392,0.228302752,-7.082477064,0.201289908,126.5779174,0.40220367,62.66055046,1,1,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
A$AP Twelvyy,0.206816667,0.7405,0.709833333,0,0.266883333,-6.400666667,0.2744,128.8426667,0.469166667,55.5,11,1,"['hip hop', 'rap', 'underground hip hop']"
A*M*E,0.000607,0.621,0.84,0.00188,0.656,-5.52,0.064,123.266,0.496,61,5,0,['reggae']
A*Teens,0.04309,0.717,0.879,0.009303333,0.257433333,-5.705666667,0.036566667,124.9966667,0.789,44.33333333,4,1,"['bubblegum dance', 'dance pop', 'europop']"
A-Lin,0.583,0.399,0.512,0,0.104,-5.801,0.0357,133.175,0.197,60,8,1,"['anthem worship', 'canadian ccm', 'ccm']"
A-Mei Chang,0.29,0.542,0.38,0,0.409,-11.702,0.0366,123.971,0.138,51,10,1,"['c-pop', 'mandopop']"
A-Trak,0.009398,0.7048,0.7302,0.1555734,0.17292,-3.6818,0.13292,131.1848,0.8042,55.4,1,0,"['banda', 'grupera', 'regional mexican']"
A. Caminha,0.426,0.589,0.421,0.497,0.193,-13.483,0.0604,130.272,0.705,24,0,1,[]
A. Jaziukevičius,0.973,0.339,0.121,0,0.63,-15.457,0.0311,105.446,0.164,1,9,1,['lithuanian folk']
A. L. Lloyd,0.968,0.5765,0.2,4.85E-05,0.157,-12.4645,0.06465,133.2625,0.5325,11,6,1,"['broadway', 'show tunes', 'west end']"
A. Likiardopoulou,0.995,0.357,0.306,0.069,0.121,-14.339,0.0393,111.982,0.462,0,7,1,[]
A. M. Rajah,0.8835,0.55595,0.48975,0.252461624,0.213195,-9.42375,0.109735,130.84785,0.8648,4.4,6,1,"['deep indian pop', 'filmi']"
A. Manetta,0.0287,0.704,0.722,0.00341,0.297,-10.815,0.0446,129.992,0.859,56,2,0,[]
A. Merangulian,0.962,0.366,0.253,0.561,0.0992,-14.905,0.0434,145.377,0.51,0,0,1,[]
A. Merangulian with folk instrumental ensemble,0.924,0.508,0.441,0.952,0.314,-14.508,0.0449,111.486,0.826,0,4,0,[]
A. P. Komala,0.839,0.517,0.717,0.35948,0.4078,-6.3024,0.12244,93.298,0.8068,0,3,1,[]
A. R. Ojha,0.993222222,0.640333333,0.186222222,0.166812723,0.181666667,-9.723222222,0.262155556,124.5526667,0.764222222,0,2,1,[]
A. R. Oza,0.957952381,0.68547619,0.221047619,0.126590162,0.217809524,-9.76452381,0.298171429,114.622619,0.726238095,0,7,1,[]
A. R. Qureshi,0.992,0.63325,0.3165,0.5655,0.36325,-11.05325,0.180775,140.767125,0.782625,0,8,1,"['hindustani classical', 'hindustani instrumental', 'indian classical', 'tabla']"
A. Xatzixristos,0.993,0.564,0.39,0.883,0.114,-13.142,0.0349,105.9,0.87,0,11,0,[]
A.B. Quintanilla III,0.103083333,0.745333333,0.813,0.000148522,0.215633333,-4.654333333,0.0752,114.1973333,0.8405,50,7,1,[]
A.B. Quintanilla III Y Los Kumbia Kings,0.348557895,0.768,0.721315789,0.005434549,0.233463158,-5.326052632,0.072936842,138.5614737,0.845789474,49.21052632,11,1,[]
A.C. Reed,0.202,0.501,0.44,0.00145,0.107,-14.466,0.0372,82.489,0.868,32,9,1,"['blues', 'chicago blues', 'electric blues', 'soul blues']"
A.C. Smyth,0.983,0.118,0.0775,0.00297,0.104,-22.774,0.0314,169.421,0.394,10,4,1,[]
A.CHAL,0.494,0.734,0.472,0.00293,0.102,-8.192,0.306,190.011,0.387,65,1,0,['trap soul']
A.G.,0.06175,0.781,0.7335,0,0.1061,-7.999,0.3405,92.1815,0.804,49,9,1,[]
A.J. Croce,0.0609,0.411,0.68,1.12E-06,0.353,-4.625,0.0276,110.205,0.339,15,0,1,[]
A.Loraarrero,0.914,0.622,0.344,0.073333333,0.323333333,-11.48866667,0.137,111.8956667,0.662,1.333333333,3,0,[]
A.R. Kane,0.119,0.581,0.831,0.00196,0.0497,-10.862,0.0357,117.035,0.857,26,9,0,"['dream pop', 'shoegaze']"
A.R. Rahman,0.349903333,0.653666667,0.556333333,0.000110102,0.082066667,-10.72966667,0.044666667,119.4456667,0.566833333,57.5,9,1,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
A.l.t.,0.412,0.798,0.561,0,0.0446,-8.625,0.147,83.971,0.785,33,4,0,[]
A2M,0.464,0.968,0.785,4.70E-06,0.272,-8.084,0.32,119.953,0.803,66,7,0,[]
A7S,0.223,0.789,0.72,0,0.129,-5.652,0.218,122.031,0.664,92,8,0,[]
ABBA,0.354483554,0.575636364,0.647973554,0.027731695,0.192939669,-8.497115702,0.036741322,121.8772314,0.667264463,40.81818182,9,1,"['europop', 'swedish pop']"
ABC,0.21299,0.6827,0.8059,0.019973026,0.18308,-7.1118,0.06452,122.0336,0.77,42.2,9,1,[]
ABN,0.160175,0.75725,0.72525,0,0.22275,-6.952,0.19,137.1425,0.54975,41.25,4,0,"['dirty south rap', 'gangster rap', 'houston rap']"
ABSRDST,0.0383,0.651,0.793,0.022,0.178,-5.288,0.0837,146.07,0.261,55,5,1,['hyperpop']
AC/DC,0.030241769,0.46912,0.850753333,0.227545577,0.291534,-4.80952,0.07204,128.7065667,0.495099333,48.84,9,1,"['album rock', 'australian rock', 'hard rock', 'rock']"
ACOT,0.000319,0.73,0.567,8.54E-06,0.105,-8.085,0.0587,119.997,0.171,64,1,0,['meme rap']
AFI,0.034671297,0.3928,0.8801,0.037569924,0.2168,-5.163633333,0.082703333,126.5737,0.4476,42.86666667,4,0,"['alternative metal', 'emo', 'modern rock', 'pop punk', 'punk', 'screamo', 'skate punk']"
AJ Meijer,0.839,0.529,0.33,0,0.0916,-9.333,0.0588,111.131,0.489,53,10,0,[]
AJ Michalka,0.431,0.75,0.513,0,0.0755,-9.576,0.0911,90.998,0.466,60,0,1,[]
AJ Mitchell,0.3817,0.604,0.526875,2.53E-07,0.0766,-5.99025,0.036775,111.603375,0.331125,73.75,5,1,"['pop', 'post-teen pop', 'social media pop']"
AJ Rafael,0.5154,0.68,0.4596,0,0.13936,-6.3206,0.03478,113.7878,0.6424,58.6,7,1,"['opm', 'pinoy indie', 'viral pop']"
AJ Tracey,0.0262,0.871,0.87,1.98E-06,0.109,-4.797,0.202,150.147,0.83,62,9,1,"['grime', 'uk hip hop', 'ukg revival']"
AJJ,0.209344857,0.508,0.646571429,9.29E-06,0.351442857,-6.921428571,0.076828571,100.1091429,0.732714286,48.57142857,0,1,"['acoustic punk', 'anti-folk', 'folk punk', 'indie rock']"
AJR,0.213621887,0.599245283,0.647056604,0.000154362,0.168877358,-5.646603774,0.066928302,113.4057925,0.511396226,57.50943396,7,1,"['modern rock', 'pop rock']"
AL-X The Great,0.282,0.797,0.518,0,0.0954,-12.625,0.281,139.988,0.717,55,7,1,['meme rap']
ALI,0.0989,0.578,0.875,0,0.351,-2.132,0.0642,133.964,0.617,65,5,0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
ALISA UENO,0.0109,0.699,0.7,0.0794,0.152,-5.704,0.0392,102.023,0.3,66,11,1,[]
ALLBLACK,0.0738,0.882,0.775,0,0.701,-4.986,0.334,98.023,0.805,65,10,1,"['cali rap', 'hyphy', 'k-rap', 'west coast trap']"
ALO,0.362,0.815,0.412,0.00048,0.129,-9.28,0.0438,87.983,0.669,57,0,1,['r&b']
AMG,0.011183333,0.829666667,0.493666667,0.000266667,0.1394,-11.56433333,0.234666667,101.9806667,0.650666667,37,7,1,[]
ANTONIS NTALGKAS,0.973871287,0.48880198,0.406584158,0.537852953,0.182718812,-10.9049604,0.066306931,111.6854455,0.702316832,0,11,1,[]
AOA,0.43,0.758,0.858,0,0.201,-2.502,0.0464,119.992,0.963,58,5,1,"['k-pop', 'k-pop girl group']"
APB,0.0578,0.601,0.677,0.00478,0.0721,-8.006,0.129,136.421,0.79,32,10,0,['canadian hip hop']
APO Hiking Society,0.4698,0.478266667,0.495,0.003408933,0.179493333,-11.79853333,0.05178,122.7926,0.510666667,39.13333333,2,1,"['classic opm', 'manila sound', 'opm', 'pinoy rock']"
ARIANNA BAGAGLINI,0.873,0.669,0.283,0,0.102,-10.814,0.0805,85.956,0.406,21,9,0,[]
ARTY,0.01955,0.574,0.781,0.011803135,0.2495,-4.675,0.0977,128.007,0.334,53,5,1,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
ASIAN KUNG-FU GENERATION,0.000520817,0.417,0.9185,0.092433833,0.136,-4.0715,0.06565,156.3535,0.489166667,55.66666667,4,1,"['anime', 'anime score', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']"
ATB,0.102866667,0.680333333,0.918666667,0.76,0.189266667,-6.191666667,0.0397,131.479,0.743666667,57.66666667,10,0,"['german dance', 'german techno', 'trance']"
ATEEZ,0.06245,0.5685,0.9335,0,0.3655,-1.9335,0.0865,113.973,0.5285,69,7,1,"['k-pop', 'k-pop boy group']"
ATL,0.124,0.919,0.687,0.000816,0.0928,-12.346,0.109,132.884,0.925,34,1,0,"['modern rock', 'pop']"
ATR Son Son,0.294,0.904,0.252,0,0.104,-17.54,0.11,117.994,0.227,66,5,0,[]
ATaste Of Honey,0.0401,0.797,0.548,1.05E-05,0.0994,-9.228,0.0492,123.686,0.868,34,2,0,[]
8-Aug,0.359,0.409,0.678,4.76E-06,0.167,-7.731,0.0878,89.968,0.168,76,9,1,"['la pop', 'r&b']"
AURORA,0.7166,0.431,0.27652,0.000141274,0.1402,-11.0328,0.0485,122.563,0.274,59.4,11,1,['norwegian pop']
AViVA,0.167366667,0.675333333,0.605666667,0.000118397,0.224333333,-6.357333333,0.089333333,143.3213333,0.609,66.66666667,6,0,['vapor pop']
AWAY,0.137,0.72,0.633,0.00157,0.122,-5.212,0.0633,140.027,0.634,60,5,0,['traprun']
AWOLNATION,0.173651739,0.644304348,0.700869565,0.220007017,0.254113043,-6.451652174,0.067178261,138.4678696,0.452695652,53.30434783,1,1,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']"
AZ,0.180465579,0.726578947,0.646368421,0.000607965,0.236668421,-7.812210526,0.297315789,97.83542105,0.620315789,45,9,1,"['grupera', 'gruperas inmortales', 'nu-cumbia', 'regional mexican']"
Aadesh Shrivastava,0.0503,0.665,0.908,0,0.0798,-4.804,0.188,98.811,0.694,50,2,1,[]
Aage Braarud,0.935,0.43,0.271,0.008,0.139,-11.102,0.0315,135.713,0.51,0,6,1,[]
Aaliyah,0.153189444,0.682638889,0.599055556,0.00954216,0.220127778,-8.01525,0.108158333,124.3175833,0.637388889,43.94444444,9,0,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
Aalon,0.375,0.558,0.452,1.02E-05,0.0632,-10.637,0.0374,134.339,0.952,37,4,1,[]
Aaries,0.448,0.613,0.568,0.00168,0.0879,-9.828,0.108,127.24,0.436,32,5,1,[]
Aaron Carter,0.026775,0.8645,0.89,0.000675,0.061275,-4.54575,0.097875,113.5235,0.9385,42,1,1,"['dance pop', 'post-teen pop']"
Aaron Copland,0.951319149,0.347450355,0.160833688,0.46706214,0.154592908,-19.26223404,0.07128156,106.7104681,0.223959574,8.191489362,0,1,"['american modern classical', 'classical', 'early modern classical']"
Aaron Hall,0.038473333,0.709944444,0.669611111,4.33E-05,0.238455556,-7.820944444,0.054477778,125.4054444,0.5085,39.27777778,8,1,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Aaron Kamm and the One Drops,0.113,0.785,0.645,7.91E-05,0.0867,-10.278,0.0531,110.013,0.786,45,8,0,"['reggae rock', 'stl indie']"
Aaron Krause,0.758,0.325,0.201,0,0.0977,-11.595,0.0282,81.869,0.172,66,6,0,['indiecoustica']
Aaron Kwok,0.0872,0.557,0.635,0.0017,0.103,-6.069,0.0244,80.018,0.197,44,2,1,"['c-pop', 'cantopop', 'classic cantopop']"
Aaron Lansing,0.9925,0.413,0.0211,0.9465,0.11425,-27.8425,0.0566,94.446,0.161,65.5,7,0,['focus']
Aaron Lewis,0.260641379,0.586655172,0.618517241,0.00047069,0.199096552,-5.853172414,0.030441379,130.2987931,0.368917241,52.03448276,6,1,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'post-grunge', 'redneck']"
Aaron Lohr,0.687333333,0.5245,0.396,0,0.198666667,-10.2215,0.06825,128.7728333,0.5005,44.16666667,7,1,[]
Aaron May,0.2055,0.7735,0.4975,1.82E-05,0.133,-8.2015,0.18265,141.0915,0.5765,62,10,0,['underground hip hop']
Aaron Neville,0.482946154,0.538615385,0.382946154,0.000151328,0.123484615,-11.90730769,0.053938462,131.7279231,0.475153846,43.07692308,7,1,"['motown', 'soul']"
Aaron Shaw,0.332,0.353,0.694,6.19E-05,0.611,-7.411,0.359,89.017,0.343,59,10,0,[]
Aaron Shust,0.02325,0.5015,0.6705,0,0.19175,-4.918,0.03605,113.99,0.3105,51,2,1,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']"
Aaron Smith,0.0726,0.7355,0.734,0.01665705,0.1945,-8.159,0.02955,119.9395,0.3185,76,10,0,['chicago house']
Aaron Tippin,0.199845455,0.652454545,0.648272727,5.32E-05,0.158972727,-8.830818182,0.030009091,113.9722727,0.594545455,43,6,1,"['country', 'country road', 'country rock', 'redneck']"
Aaron Tveit,0.672,0.51275,0.497,0,0.09025,-7.487,0.050925,122.951,0.47625,47.25,2,1,"['broadway', 'hollywood', 'show tunes']"
Aaron Watson,0.166775,0.612,0.545125,2.44E-05,0.12255,-7.238375,0.0322,131.260625,0.484625,46.625,11,1,"['contemporary country', 'country', 'country road', 'modern country rock', 'texas country']"
Aaron Y Su Grupo Ilusion,0.235727273,0.632818182,0.622909091,0.000125818,0.100854545,-5.455363636,0.039009091,134.7369091,0.698,54.81818182,7,1,"['banda', 'cumbia', 'cumbia sonidera', 'grupera', 'regional mexican']"
Aaron Zigman,0.995,0.445,0.0123,0.925,0.169,-25.606,0.0454,58.875,0.232,48,0,1,['soundtrack']
Aarti Mukherji,0.891777778,0.368888889,0.325888889,0.123176624,0.196866667,-13.84455556,0.040566667,131.6088889,0.460555556,5.777777778,9,1,"['classic bollywood', 'filmi', 'indian folk']"
Aaryn Doyle,0.425,0.712,0.872,1.47E-06,0.296,-6.242,0.0988,101.072,0.654,46,3,1,[]
Aase Ziegler,0.974,0.357,0.246,0.4475,0.3195,-12.6985,0.04005,97.7235,0.392,0,3,1,[]
Aazar,0.00441,0.63,0.851,0.0218,0.0939,-4.61,0.319,150.054,0.573,54,1,1,"['electro house', 'electronic trap']"
Ab-Soul,0.185726316,0.647421053,0.693315789,1.80E-06,0.299478947,-6.778894737,0.273726316,116.0115263,0.524789474,51.21052632,1,0,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
Abandon All Ships,0.00115,0.313,0.961,0,0.12,-4.51,0.193,138.721,0.21,45,5,1,"['canadian metalcore', 'canadian post-hardcore', 'metalcore', 'post-screamo', 'trancecore']"
Abbasuddin Ahmed,0.988292683,0.543073171,0.208692683,0.543441312,0.182560976,-15.78785366,0.105256098,113.6639024,0.601731707,0,2,1,[]
Abbey Lincoln,0.432285714,0.447714286,0.472857143,0.191343706,0.261714286,-10.00257143,0.072428571,81.337,0.445,23.42857143,7,1,['vocal jazz']
Abby Anderson,0.684,0.406,0.427,1.18E-06,0.108,-8.177,0.0416,158.802,0.21,59,3,1,"['contemporary country', 'country pop']"
Abdel Aziz Mahmoud,0.9456,0.4162,0.4498,0.5556,0.5538,-9.8984,0.04246,106.046,0.5318,0,0,1,[]
Abdel Halim Hafez,0.874913043,0.41026087,0.377,0.072232117,0.401878261,-10.52708696,0.06053913,118.5102174,0.482173913,23.95652174,7,1,"['arab folk', 'classic arab pop']"
Abdul,0.994,0.599,0.104,0.00946,0.108,-10.296,0.1,131.624,0.607,0,11,1,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']"
Abdul Halim Chowdhry,0.721,0.425,0.167,0,0.148,-23.055,0.0373,95.668,0.616,0,11,0,[]
Abdul Khader,0.985,0.475,0.745,0.815,0.253,-5.571,0.0567,135.044,0.873,0,8,0,[]
Abdulial Mahi,0.949,0.464,0.258,0,0.53,-15.847,0.094,161.644,0.841,0,4,1,[]
Abel Zavala,0.569444444,0.527111111,0.497444444,0,0.345711111,-7.603666667,0.031822222,119.2708889,0.369222222,54.55555556,7,1,"['latin christian', 'latin worship', 'rap cristiano']"
Abha Mukherjee,0.985,0.347,0.454,0.924,0.153,-13.539,0.121,71.532,0.804,0,1,1,[]
Abha Sarkar,0.995,0.518,0.236,0.321,0.113,-9.486,0.0303,109.832,0.476,0,6,1,[]
Abhayapada Chatterjee,0.996,0.48825,0.06465,0.526,0.245,-23.91375,0.169325,120.875,0.64425,0,5,1,[]
Abhi The Nomad,0.406,0.722,0.5885,0.000525,0.17185,-7.4595,0.0953,106.4485,0.3195,60.5,7,1,"['desi hip hop', 'vapor soul']"
Abhishek Bachchan,0.0778,0.866,0.4925,0.01805,0.08155,-10.482,0.11645,94.013,0.529,28.5,2,1,[]
Abhram Bhagat,0.94775,0.536,0.2615,0.011188383,0.20825,-9.758,0.106325,97.8895,0.61525,0,7,1,[]
Abigail Moura,0.9,0.621,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,14,6,0,[]
Abir,0.0789,0.656,0.729,0,0.133,-4.223,0.0765,95.974,0.438,63,5,0,['moroccan pop']
Aboriginal Songman,0.224,0.409,0.0365,0,0.127,-19.638,0.0441,79.765,0.226,0,2,1,[]
Above & Beyond,0.02975,0.6455,0.648,0.01375,0.158,-7.6335,0.0582,135.001,0.4935,43.5,6,1,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Above The Law,0.00183,0.699,0.926,6.68E-06,0.0522,-8.925,0.0968,97.842,0.756,32,1,1,"['g funk', 'gangster rap', 'hyphy', 'west coast rap']"
Abracadabra,0.338,0.617,0.372,0,0.159,-13.622,0.0339,131.562,0.286,54,2,1,[]
Abraham Goldfaden,0.879,0.283142857,0.204857143,0.010440583,0.273285714,-12.98785714,0.036728571,106.2971429,0.245571429,0,4,0,[]
Abraham Gustavito,0.222,0.633,0.351,1.85E-05,0.323,-14.347,0.064,120.137,0.594,0,4,1,[]
Abraham Vazquez,0.432,0.614,0.793,0,0.377,-3.788,0.0721,105.228,0.748,67,3,1,"['corridos tumbados', 'regional mexican pop']"
Abram Chasins,0.994166667,0.604333333,0.103583333,0.862666667,0.146216667,-23.8075,0.079416667,113.2733333,0.500833333,0,9,1,[]
Abrasive Wheels,0.00704,0.162,0.874,1.89E-05,0.086,-3.791,0.0582,150.709,0.609,26,5,0,"['oi', 'street punk', 'uk82']"
Absis,0.88,0.512,0.212,0.000849,0.149,-23.356,0.865,170.668,0.0873,0,2,1,[]
Absofacto,0.23,0.688,0.582,0.000157,0.0663,-10.668,0.0542,85.486,0.872,74,6,0,"['indie psych-pop', 'shimmer psych']"
Abstract,0.0901,0.641,0.538,0,0.205,-10.398,0.245,79.038,0.296,59,7,1,"['hip hop', 'lgbtq+ hip hop', 'rap']"
Academia dos Renascidos,0.9175,0.5753,0.21375,4.68E-05,0.139925,-17.4629,0.204335,104.0245,0.5958,0,0,1,[]
Academy Of Choir Art Of Russia,0.968,0.176,0.275,0.000177,0.106,-14.729,0.0371,103.964,0.087,43,10,1,[]
Academy Of London,0.9725,0.14665,0.0127,0.828,0.1009,-35.9045,0.0432,133.3905,0.04085,39.5,7,1,[]
Academy of Ancient Music,0.890181818,0.334272727,0.1948,0.090783727,0.174681818,-19.91254545,0.045545455,115.4035455,0.301118182,48.09090909,4,1,"['baroque ensemble', 'choral', 'classical performance', 'historically informed performance']"
Academy of St. Martin in the Fields,0.947098592,0.25483662,0.096639155,0.736343662,0.140494366,-23.25176056,0.043578873,99.16421127,0.1784,34.73239437,7,1,"['chamber orchestra', 'classical', 'classical performance']"
Academy of St. Martin in the Fields Chorus,0.975166667,0.259433333,0.181233333,0.510066667,0.139666667,-17.6725,0.0379,101.6081667,0.209216667,24.66666667,2,0,[]
Acapulco Tropical,0.262,0.68,0.536,0.00208,0.141,-8.943,0.0357,137.502,0.914,48,2,0,"['cumbia', 'cumbia sonidera', 'deep cumbia sonidera', 'grupera', 'ranchera']"
Accademia I Filarmonici,0.86525,0.43725,0.27525,0.619521475,0.18535,-16.99225,0.04235,115.5995,0.54575,45,2,1,[]
Accept,0.003876678,0.423555556,0.7635,0.046313709,0.247366667,-9.414777778,0.059566667,129.8273889,0.443277778,36.22222222,11,1,"['album rock', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']"
Acceptance,0.066836,0.417,0.7935,0,0.10165,-4.3525,0.04075,126.8425,0.5175,45.5,1,1,"['christian alternative rock', 'dreamo', 'emo', 'neon pop punk', 'pop punk', 'screamo']"
Ace,0.3575,0.7375,0.4415,0.0535,0.09495,-13.0835,0.0379,121.941,0.7095,40.5,7,1,"['florida rap', 'melodic rap', 'southern hip hop', 'trap']"
Ace Diamond,0.450466667,0.641166667,0.34825,0.000286878,0.287958333,-16.484,0.03935,129.3574167,0.708666667,30,7,1,[]
Ace Frehley,0.13351,0.538230769,0.860923077,0.132963535,0.154746154,-6.848615385,0.068823077,119.872,0.530461538,33.53846154,1,1,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
